lat,long
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.800941,125.22051
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.80094,125.220509
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800939,125.220498
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800932,125.220465
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800916,125.220409
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800893,125.220343
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800865,125.220273
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800847,125.220233
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800817,125.220163
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800788,125.220097
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800769,125.220046
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.800753,125.219989
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.80074,125.21994
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800727,125.219899
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800718,125.219869
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800708,125.219844
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800699,125.219818
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800689,125.219795
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800678,125.219767
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800666,125.219737
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800656,125.219706
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800655,125.219667
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.800664,125.219622
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.80069,125.219576
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800728,125.219532
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800777,125.219487
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800832,125.219445
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800887,125.219402
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.800937,125.21936
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.80099,125.219315
43.801041,125.219274
43.801041,125.219274
43.801041,125.219274
43.801041,125.219274
